S,compulsoryS,female,xpr,xpr2,lnearn
17,12,1,13.45627,181.0712,11.23964
14,12,1,8.914186,79.4627,10.98769
9,9,0,12.03675,144.8834,9.332829
14,10,0,22.19567,492.6479,5.549545
12,12,0,17.86677,319.2215,8.103252
9,9,0,1.594741,2.543198,8.338113
13,11,1,28.40402,806.7885,6.499906
11,11,1,20.85376,434.8792,8.005155
14,12,0,14.62431,213.8703,7.536578
11,10,1,25.69228,660.0933,3.344982
17,11,0,13.47677,181.6233,8.508777
14,11,0,13.76608,189.5051,4.799136
9,11,1,6.076776,36.9272,8.809465
10,10,0,22.20294,492.9707,4.354022
17,11,0,23.95424,573.8055,5.407058
15,12,0,9.428634,88.89913,8.600916
16,11,1,2.036211,4.146153,11.21699
9,9,1,23.23212,539.7315,4.739372
18,11,0,7.486376,56.04583,7.971474
11,11,1,18.93725,358.6194,8.341648
18,9,1,23.70653,561.9994,7.490463
11,11,1,9.23648,85.31256,11.49915
17,10,0,33.50443,1122.547,2.175439
14,10,1,5.120399,26.21849,10.62987
17,12,1,30.4255,925.7108,4.046639
16,9,1,32.37729,1048.289,4.678691
10,10,0,21.93274,481.0453,5.446918
12,12,0,2.940009,8.643651,10.8253
12,11,1,21.49366,461.9773,6.366789
16,10,0,2.093014,4.380706,8.637296
10,10,1,16.78856,281.8558,8.504252
13,9,1,22.39477,501.5257,7.394541
10,10,0,33.8266,1144.239,1.011971
15,11,0,23.53976,554.1203,6.40226
18,10,0,33.05787,1092.823,2.747744
13,10,1,16.88801,285.2048,10.39012
13,10,0,5.02406,25.24118,7.671389
12,12,0,17.83539,318.1013,6.989976
17,11,0,12.36257,152.8331,6.828891
17,9,1,16.18695,262.0174,10.9986
11,12,0,33.31941,1110.183,1.740167
15,10,0,8.76179,76.76897,8.696936
14,9,0,22.52946,507.5764,7.368633
9,9,0,17.23869,297.1723,7.270914
10,10,0,5.77354,33.33377,9.268341
11,9,0,33.09019,1094.961,.39688
17,10,0,7.390781,54.62364,10.52638
10,10,0,27.58066,760.6928,2.656993
17,10,0,17.69886,313.2497,8.890388
12,11,1,3.68908,13.60931,8.186449
18,11,0,9.835463,96.73632,8.402162
15,10,1,27.75795,770.5035,3.555894
12,10,1,26.73683,714.858,5.056704
17,11,1,15.61887,243.9492,10.50464
16,12,0,2.715835,7.37576,9.499105
14,11,1,14.22713,202.4112,9.189752
11,11,1,7.61617,58.00605,8.193542
15,11,1,7.439398,55.34464,11.28662
18,12,0,1.954441,3.819839,9.277916
15,10,0,1.236721,1.529478,9.695317
10,10,1,6.725549,45.23301,10.67269
15,11,0,34.44197,1186.249,3.233671
13,11,1,24.37517,594.1488,7.55927
10,10,0,31.67015,1002.998,1.215318
18,11,0,6.554292,42.95874,11.33486
13,10,0,19.5445,381.9876,5.107086
11,11,0,30.61527,937.2947,3.521067
14,10,1,6.859465,47.05226,9.481473
17,11,1,5.255667,27.62203,11.3104
17,9,0,12.9654,168.1015,9.615017
10,10,0,12.00263,144.063,7.454056
15,10,0,4.369744,19.09467,8.612322
10,10,1,6.231113,38.82677,9.408286
11,11,1,16.65597,277.4212,8.476768
18,12,0,17.36441,301.5226,4.9801
13,10,1,9.397884,88.32023,8.511227
11,11,0,3.125984,9.771774,9.044884
14,10,1,12.53139,157.0356,11.26624
14,9,0,34.81948,1212.396,1.062716
16,9,0,15.83556,250.765,9.207184
10,10,0,7.852535,61.6623,8.095025
13,11,1,14.13041,199.6685,9.215091
12,10,1,33.47065,1120.285,3.596171
12,9,1,18.44893,340.3632,9.367229
15,9,0,24.86731,618.3832,8.652449
15,11,0,3.933882,15.47543,8.421244
10,10,1,24.64389,607.3214,5.338204
18,11,1,23.62848,558.3052,8.262383
14,10,0,23.31049,543.379,6.797786
15,12,0,18.0567,326.0446,7.642214
15,10,0,21.73234,472.2948,5.075778
12,10,0,6.903492,47.6582,9.627841
17,11,0,24.87351,618.6914,5.839428
10,10,1,10.36651,107.4645,9.989362
11,11,1,7.472408,55.83689,9.356052
17,11,0,8.958601,80.25653,9.678802
11,10,1,19.02793,362.062,9.064772
16,9,1,14.1034,198.9059,10.37551
12,11,1,32.4146,1050.706,3.19204
13,11,1,1.326078,1.758483,10.14975
16,10,0,7.764306,60.28444,10.0855
12,9,0,10.55664,111.4426,7.919318
14,11,1,26.5913,707.0974,6.857244
16,12,1,11.38944,129.7193,9.148545
10,10,1,31.61104,999.2576,3.571666
14,11,1,7.901992,62.44147,9.036215
11,11,0,11.66677,136.1134,8.673969
17,11,0,30.15243,909.1693,2.192455
11,11,0,29.42712,865.9554,3.619604
11,11,0,6.11675,37.41463,8.187365
14,11,0,12.65507,160.1508,8.722133
11,10,0,12.02536,144.6094,10.23087
14,12,0,33.09732,1095.432,-.282891
15,11,1,3.987541,15.90049,12.27197
11,11,0,16.04175,257.3377,6.062048
14,11,0,21.2256,450.5262,7.817391
11,11,0,29.17377,851.109,3.658528
12,12,1,34.41727,1184.549,2.2612
9,9,1,6.346114,40.27317,9.360628
16,12,0,1.522055,2.316652,8.066369
17,11,0,11.47438,131.6614,7.89092
16,12,1,13.77384,189.7187,9.056776
15,10,1,33.91048,1149.921,2.842201
12,12,0,23.35053,545.2474,6.202046
9,9,1,7.424058,55.11664,9.38245
17,12,0,27.91915,779.4787,3.505799
12,9,0,23.26029,541.0412,6.678226
16,11,1,19.82662,393.0949,10.08308
13,11,1,20.36379,414.6841,7.63634
10,9,1,32.18424,1035.825,2.651268
17,10,0,4.606447,21.21935,9.822348
16,12,0,9.187208,84.40479,9.950254
11,9,0,21.20776,449.7692,8.336684
16,11,0,8.07617,65.22452,9.215444
10,10,1,34.75438,1207.867,.4001359
11,11,1,34.39827,1183.241,3.487039
14,11,0,10.04373,100.8764,8.589518
18,11,0,25.74615,662.8644,4.55726
15,10,1,1.810989,3.279683,7.557179
12,10,1,18.23931,332.6725,7.485464
12,9,1,26.41095,697.5385,6.125876
12,12,0,18.98166,360.3032,5.196874
17,11,1,6.493419,42.16449,10.33699
16,10,1,28.416,807.469,6.701602
10,10,1,15.50823,240.5051,9.164145
16,10,1,13.56744,184.0754,9.054376
8,12,1,1.240842,1.539688,8.904173
11,9,1,2.881429,8.302635,10.64966
9,12,1,25.9624,674.0463,4.935091
11,11,0,4.426022,19.58967,9.40332
17,11,1,33.7448,1138.712,5.351725
14,11,1,14.20819,201.8727,8.487843
17,12,1,34.73725,1206.677,2.156296
11,10,0,11.97503,143.4012,9.321597
10,10,0,19.14966,366.7094,7.760821
10,9,1,8.395869,70.49062,10.54891
15,11,0,16.61642,276.1053,6.213221
18,10,0,2.946629,8.682623,10.64739
13,9,1,18.87867,356.4042,8.120438
14,10,0,1.624179,2.637957,6.352685
18,10,1,23.21115,538.7577,7.001351
13,11,0,2.652818,7.037442,9.038071
10,10,0,18.83461,354.7425,5.220506
14,10,0,33.49546,1121.946,1.468273
13,10,0,1.072794,1.150887,9.003684
10,10,0,5.225424,27.30506,7.840415
14,12,0,2.129806,4.536075,10.75567
17,11,0,19.30326,372.6157,7.198344
17,10,0,3.126528,9.775179,9.697522
12,12,0,34.15695,1166.697,1.030327
18,12,1,8.417778,70.85899,10.894
13,11,0,25.28168,639.1635,7.45697
14,10,0,31.00259,961.1608,2.366457
13,10,1,20.59293,424.0686,8.699345
12,10,1,21.16977,448.1591,7.326067
10,10,1,15.79598,249.5131,7.222187
12,12,0,33.1565,1099.353,2.179859
13,11,1,3.815543,14.55837,8.212678
18,10,0,14.29177,204.2548,8.11546
12,10,1,1.794405,3.219888,9.791784
10,10,0,6.437926,41.4469,7.609662
13,11,1,8.541098,72.95035,11.78052
11,11,0,22.78452,519.1343,6.734404
17,9,1,18.34612,336.5801,10.04228
18,10,1,14.89376,221.8241,7.949818
14,12,0,11.28794,127.4177,8.651361
11,11,0,16.22471,263.2414,6.408606
15,9,0,4.061886,16.49892,7.798949
16,9,1,25.87743,669.6414,7.81705
10,10,1,6.135442,37.64365,9.478058
11,9,1,19.00756,361.2875,6.822446
11,9,1,16.27608,264.9108,9.306987
13,11,0,33.87413,1147.457,-.3756345
8,10,1,25.10897,630.4602,4.885546
10,10,0,19.52009,381.0339,6.147219
11,11,0,23.86156,569.3738,5.595889
12,12,1,17.44563,304.3499,8.018769
12,12,0,31.32376,981.1777,3.143485
18,10,0,5.662452,32.06336,9.308544
14,10,1,19.38289,375.6965,8.881149
11,11,1,14.43745,208.44,10.35013
12,12,1,17.74383,314.8435,8.201999
14,12,1,18.28346,334.2849,7.48523
17,11,1,10.45195,109.2432,9.905995
16,11,1,4.373124,19.12421,10.58603
13,11,0,21.64523,468.516,4.537673
18,11,1,30.43469,926.2705,3.741373
10,10,0,22.04646,486.0465,4.978607
16,10,0,25.90447,671.0415,5.110087
13,11,1,19.42762,377.4323,7.010377
11,11,1,19.86951,394.7974,7.737654
15,11,1,26.25833,689.4999,6.593431
11,10,0,1.959876,3.841113,7.995131
13,10,1,5.908236,34.90725,9.131567
15,11,0,2.944957,8.672773,8.516407
10,10,1,20.18893,407.5928,7.061592
14,11,0,28.50211,812.3705,5.980226
15,10,0,17.8998,320.4027,5.916034
8,10,1,32.36518,1047.505,3.914896
11,11,0,29.18005,851.4755,5.142269
13,10,0,23.3477,545.1152,4.866716
13,10,1,4.831471,23.34312,10.01366
10,10,1,6.759516,45.69105,9.581865
8,10,1,29.90229,894.1471,5.53506
11,11,1,26.5812,706.5602,5.973609
17,11,1,25.95512,673.6683,8.102848
11,10,1,29.9523,897.1404,4.136956
15,10,0,5.603933,31.40407,7.203758
11,11,0,30.1867,911.2368,4.113787
14,10,0,12.28428,150.9034,8.729033
12,12,0,6.126854,37.53835,9.19795
15,10,1,29.39369,863.9893,4.972721
15,11,1,12.93316,167.2667,8.745408
15,12,1,29.49696,870.0709,5.875413
14,10,0,1.131784,1.280935,7.531944
15,10,0,17.45712,304.7512,6.061467
10,10,0,16.74924,280.537,7.18866
11,11,1,24.02769,577.33,6.022442
15,12,1,29.39737,864.2056,4.678253
11,11,0,33.66599,1133.399,2.145053
15,10,1,8.778078,77.05466,11.34839
9,9,0,18.11875,328.289,7.78645
13,10,0,21.82494,476.328,6.069304
11,11,1,6.198287,38.41877,11.47383
13,10,1,1.387152,1.92419,8.364871
18,11,1,26.74364,715.2224,6.898312
11,9,1,21.48276,461.5089,6.188244
11,11,0,27.98029,782.8964,2.231423
10,10,1,27.06492,732.51,4.741807
16,12,1,3.471677,12.05254,11.73372
15,10,1,28.45031,809.4199,3.035895
17,11,0,10.65605,113.5513,8.819533
17,9,1,17.64721,311.424,9.466997
11,9,0,9.490335,90.06647,8.565262
9,9,1,2.1594,4.663008,9.416053
15,11,0,12.3572,152.7004,10.20819
10,10,0,14.08298,198.3303,8.822927
11,11,0,21.07398,444.1126,7.244623
16,9,1,34.18195,1168.405,2.429189
14,10,0,24.64362,607.308,4.677865
17,9,0,16.6493,277.1992,8.772769
11,11,0,28.25464,798.3246,3.03495
13,12,0,15.96015,254.7263,7.587159
10,10,0,12.26324,150.3871,7.578301
13,10,1,4.886242,23.87536,10.46138
9,9,1,28.53026,813.9758,3.053197
16,10,0,30.49991,930.2443,3.684919
10,10,1,25.43162,646.7673,4.789701
11,11,1,15.12605,228.7973,8.812921
13,9,1,20.40775,416.4761,5.977985
15,11,0,18.07973,326.8767,6.840317
12,11,0,19.06781,363.5815,8.297914
11,10,0,6.332724,40.10339,10.76368
13,10,0,2.296932,5.275894,9.320709
14,10,0,7.665986,58.76734,9.447171
12,9,0,13.28875,176.5908,7.674797
12,11,1,17.57535,308.8928,7.541243
11,10,0,8.583014,73.66812,7.647619
14,12,1,11.45588,131.2373,9.025775
17,10,1,8.672494,75.21215,12.49273
12,12,0,34.08562,1161.83,1.007025
12,12,0,9.757636,95.21146,8.420191
13,9,0,28.54613,814.8814,3.687491
11,11,0,29.5352,872.3278,3.888613
11,10,0,12.65132,160.056,7.675355
11,11,0,13.25988,175.8244,8.507509
11,10,0,16.25899,264.3548,7.031374
16,11,0,3.136833,9.839724,10.16256
9,9,1,8.668483,75.14259,8.733633
17,9,0,27.10709,734.7941,4.72817
9,9,0,32.76631,1073.631,1.296877
11,11,0,5.831899,34.01105,8.011487
13,10,0,28.52449,813.6467,2.27655
12,9,1,30.88664,953.9847,2.848044
11,10,0,4.055665,16.44842,8.743333
14,12,0,1.493487,2.230502,7.662754
11,11,0,10.48039,109.8385,9.907727
11,11,0,31.22107,974.7551,.8329841
17,10,0,31.85594,1014.801,4.266531
10,10,0,1.662482,2.763846,10.88723
12,11,0,5.96448,35.57503,8.400949
16,11,1,32.77896,1074.46,3.834016
18,11,1,34.79206,1210.488,2.357287
13,12,1,21.56137,464.8926,7.069738
10,10,0,29.58632,875.3504,4.035416
15,12,1,15.33551,235.178,10.51996
12,10,0,25.8697,669.2416,3.861783
10,10,0,14.79958,219.0276,7.330647
17,10,1,12.64658,159.936,9.91661
10,10,0,12.25483,150.1809,6.510083
12,12,1,4.785296,22.89906,10.05805
11,11,0,21.0664,443.7933,7.031664
13,10,1,34.07153,1160.869,2.317946
18,10,1,2.633587,6.935781,8.778759
15,9,1,20.1782,407.1598,9.329943
11,9,0,9.262277,85.78977,8.388928
13,10,0,33.66388,1133.256,-1.008862
18,11,1,34.23955,1172.347,2.339383
17,12,1,16.08042,258.5798,8.514167
11,11,1,3.398798,11.55183,9.335499
12,12,1,6.456567,41.68726,8.887284
11,11,0,4.174099,17.42311,7.421034
13,11,0,9.492521,90.10796,8.152561
14,12,0,13.5583,183.8276,8.050434
10,10,0,10.3092,106.2795,11.23258
9,9,1,34.90904,1218.641,2.05166
15,11,1,4.745964,22.52417,8.070245
15,11,1,22.83623,521.4933,8.130932
12,9,0,19.04437,362.688,7.161467
14,12,1,19.00124,361.0473,7.248877
11,11,0,27.29934,745.2542,4.255213
17,11,1,26.58518,706.7718,5.684851
16,12,1,19.88904,395.5741,8.807824
17,11,1,32.92387,1083.981,3.882095
13,10,1,12.27277,150.6209,9.519341
15,10,0,17.32889,300.2906,8.847984
11,11,1,2.136747,4.565688,9.488922
16,12,1,18.79623,353.2983,9.955699
17,11,0,8.982203,80.67996,10.17088
12,11,1,21.11767,445.9559,6.631433
17,11,1,27.80761,773.2632,6.799344
10,10,1,25.15497,632.7724,4.952213
12,11,0,1.293079,1.672052,5.776609
10,10,1,12.59093,158.5315,10.75578
13,11,0,13.38709,179.2142,9.401873
11,11,1,2.043348,4.17527,9.604869
16,10,0,13.13985,172.6556,7.400943
14,11,1,5.293183,28.01778,9.194175
10,10,1,16.51299,272.6789,10.57914
13,10,1,10.74729,115.5043,12.1651
13,11,1,26.38902,696.3803,4.965876
9,9,1,5.483413,30.06782,10.66751
15,9,1,24.36379,593.5945,8.909661
11,11,0,18.20922,331.5758,7.354321
15,9,1,14.72669,216.8753,11.24158
15,11,0,23.84662,568.6614,6.054183
14,10,0,1.537364,2.363487,7.875451
17,9,0,22.12733,489.6189,6.756734
11,11,0,19.18351,368.0071,7.98914
13,10,1,12.18014,148.3559,7.753745
13,10,0,29.49898,870.1898,2.461164
17,11,1,33.41517,1116.573,6.121614
17,10,0,30.59731,936.1956,3.173331
13,10,0,19.97375,398.9506,8.513091
11,9,0,18.96236,359.571,4.866112
12,12,0,6.733206,45.33606,10.57414
12,11,0,22.83765,521.5581,6.077772
10,10,0,13.41162,179.8716,7.135536
11,11,1,22.52747,507.4869,4.508395
13,10,1,27.10222,734.5303,5.019419
12,12,1,23.0708,532.262,7.875017
14,11,1,11.39207,129.7793,11.56592
12,10,1,23.00163,529.075,7.703715
13,11,0,9.106082,82.92073,7.099812
18,11,0,17.12041,293.1084,5.566538
15,11,0,25.13669,631.853,5.985244
11,11,0,15.66511,245.3957,8.579414
11,11,0,27.7062,767.6337,5.870246
16,11,1,5.924108,35.09505,12.89731
11,11,0,13.6351,185.916,8.009655
12,10,0,27.99553,783.75,4.072695
12,12,1,25.88542,670.0552,5.877541
16,9,0,23.57645,555.8492,1.452381
12,10,0,4.300967,18.49832,4.906533
13,9,0,32.99827,1088.886,1.16434
10,10,0,34.88121,1216.699,.5550196
15,11,1,18.17563,330.3534,8.703314
17,10,1,20.85178,434.7969,6.339149
18,10,1,18.15082,329.4523,6.64916
10,9,0,17.97546,323.1172,5.996054
9,9,1,6.406975,41.04933,10.12125
17,12,1,5.209734,27.14133,10.0751
13,9,0,19.90845,396.3465,7.685562
9,9,1,24.62555,606.4175,6.221768
14,11,0,19.60902,384.5135,5.988528
11,11,1,16.41508,269.4548,9.64231
10,10,0,34.25724,1173.558,1.636234
11,10,1,21.32302,454.6711,6.738255
11,9,1,1.644996,2.706011,9.08083
17,12,0,10.15308,103.0851,7.302988
10,11,1,4.934031,24.34467,8.43905
11,10,0,3.698436,13.67843,9.632955
14,9,1,1.942238,3.772289,12.35833
17,10,1,23.08557,532.9434,8.345922
9,10,0,34.24373,1172.633,1.240826
14,11,0,18.51765,342.9035,4.840189
15,11,0,7.40372,54.81507,8.889632
11,10,1,22.6174,511.5468,6.794206
11,11,1,10.67454,113.9458,9.560133
12,12,1,2.307364,5.323927,9.580036
17,10,0,23.0556,531.5605,3.465787
10,10,1,30.72303,943.9048,4.238574
10,10,0,13.09253,171.4144,7.756186
16,10,1,16.02043,256.6543,10.7312
11,9,0,9.471916,89.71719,9.479377
15,12,1,16.18882,262.0778,9.604912
14,11,1,28.43839,808.7418,6.629758
11,11,1,25.07398,628.7043,5.201931
14,10,1,17.50246,306.3361,10.45999
16,9,1,20.94275,438.5989,6.776805
16,12,1,11.92564,142.2208,10.10002
15,10,0,30.20862,912.5607,1.248061
15,9,0,10.5128,110.519,10.24598
10,10,0,9.834404,96.7155,6.737901
16,11,0,28.44118,808.9006,4.128335
15,11,1,16.60415,275.6979,9.160317
15,10,0,23.28499,542.1906,5.774628
14,9,0,28.49033,811.6989,4.815362
10,10,0,12.36466,152.8848,8.398664
14,11,0,1.397116,1.951933,8.454758
14,11,0,19.14389,366.4886,5.400004
18,9,0,7.051597,49.72502,9.100172
16,11,1,33.69527,1135.371,3.075053
14,11,0,33.62695,1130.771,-.4109375
9,11,0,22.20503,493.0632,3.644705
15,10,1,32.2396,1039.392,5.282813
11,11,0,31.41248,986.7441,1.135084
13,10,1,18.1577,329.7021,8.88757
12,12,0,15.42155,237.8243,6.13473
12,9,1,23.77428,565.2166,7.052329
18,11,1,9.68915,93.87962,10.35227
12,11,1,26.70871,713.3552,6.893084
15,9,1,23.49512,552.0204,8.149478
15,12,1,18.3769,337.7105,7.302953
16,10,1,30.25161,915.1598,5.608569
12,12,1,27.3363,747.2734,4.540499
13,11,1,19.21464,369.2025,6.999065
14,10,0,19.54111,381.8551,7.370973
13,10,1,26.29848,691.61,7.423185
18,10,0,7.126676,50.78951,8.670638
11,11,1,32.32344,1044.805,5.996816
11,10,1,31.52512,993.8334,3.398529
17,12,1,20.63843,425.9449,7.616933
16,9,0,1.771568,3.138452,7.807275
17,9,1,6.234785,38.87254,9.291131
9,9,1,14.08958,198.5164,8.458802
15,10,0,26.62293,708.7806,4.634311
12,9,1,27.10446,734.6517,5.642233
15,11,0,10.53847,111.0594,8.034863
15,11,0,17.9438,321.9798,7.477665
10,10,1,6.309008,39.80359,10.14703
11,9,1,22.58035,509.8723,7.249562
17,12,0,20.50844,420.5959,5.952245
13,9,1,8.847137,78.27184,9.57232
13,11,1,18.24888,333.0217,7.461831
11,10,1,10.70423,114.5805,8.685346
11,11,1,6.968252,48.55654,8.543997
13,11,0,12.01351,144.3245,6.907375
11,12,0,17.12793,293.3661,5.609933
9,11,0,2.31935,5.379385,9.816711
13,10,0,4.309837,18.57469,9.022182
17,10,0,15.47661,239.5255,7.011875
13,10,1,29.48032,869.0892,6.824823
9,10,0,9.547081,91.14676,7.03524
14,10,1,14.17609,200.9616,11.10811
12,11,1,30.93717,957.1083,4.490936
18,9,0,17.97931,323.2557,7.06419
12,12,0,21.28345,452.9851,4.112724
16,12,0,27.401,750.8149,6.460929
13,10,1,18.66522,348.3906,7.296064
14,11,0,10.66109,113.6589,10.70714
14,12,0,17.91067,320.7921,6.620082
12,12,1,23.90975,571.676,8.138804
17,9,1,1.555304,2.418972,10.26054
10,10,0,6.546122,42.85171,8.077795
15,9,1,14.89077,221.735,9.643101
10,10,0,17.47023,305.209,5.218256
11,10,0,24.79028,614.5579,5.53159
11,10,0,31.56052,996.0667,.4730262
10,10,0,21.98563,483.3679,6.515407
16,11,0,18.31472,335.4288,8.439923
18,12,0,16.19406,262.2474,7.665869
16,12,0,33.22745,1104.063,2.465368
12,11,1,24.22688,586.942,7.102708
14,10,1,18.40466,338.7317,8.28858
13,12,0,33.03442,1091.273,.4428829
13,9,0,20.19027,407.6468,7.92799
9,10,0,3.067991,9.412566,8.32577
12,12,1,16.25188,264.1237,8.453341
17,10,0,24.94621,622.3134,5.807432
10,10,0,30.11734,907.0541,3.812232
12,11,1,10.12342,102.4837,11.81361
13,10,0,22.73529,516.8934,6.478676
13,10,1,34.85021,1214.537,2.818089
14,11,0,25.12999,631.5164,4.419405
11,11,1,19.73237,389.3665,8.695793
12,12,0,11.3721,129.3246,6.877676
10,10,0,31.37957,984.6773,.9948587
14,11,0,3.433984,11.79225,8.685359
17,11,1,32.6335,1064.945,3.693097
11,11,0,31.91865,1018.8,3.086335
11,11,0,32.74802,1072.433,4.280795
13,10,0,26.66883,711.2266,4.011856
15,9,0,20.17695,407.1093,7.773957
10,10,0,11.2132,125.736,8.786045
10,10,1,25.4911,649.7963,5.643094
11,9,1,26.62783,709.0413,5.366946
13,12,1,17.43146,303.8558,10.40942
17,12,0,13.75142,189.1017,6.727106
10,10,0,24.76851,613.4792,7.112764
16,9,1,25.05533,627.7698,8.358575
14,11,1,30.71152,943.1978,5.730844
10,10,1,13.90742,193.4163,8.845909
12,10,0,15.24804,232.5028,7.376154
14,11,1,1.207578,1.458245,10.12942
17,11,0,1.248457,1.558644,8.779984
13,9,0,21.12276,446.1708,9.130249
15,11,0,6.314558,39.87364,7.853146
12,12,0,2.93685,8.625086,8.748763
12,10,1,11.98784,143.7082,7.988194
15,9,0,11.1339,123.9637,9.118107
15,11,1,20.35322,414.2534,6.413252
14,11,1,8.235023,67.81561,10.30542
9,9,1,5.737727,32.92151,9.986281
13,11,0,13.88939,192.9152,8.26457
16,10,0,14.89873,221.9722,9.707855
12,11,0,26.85868,721.3884,2.697566
16,10,1,13.32731,177.6172,8.714309
16,10,0,5.420343,29.38012,8.560637
11,11,0,17.79424,316.6349,5.956815
16,10,1,9.280774,86.13277,10.00448
11,10,0,14.43614,208.4022,5.811589
13,12,1,31.03133,962.9437,3.151536
10,9,1,9.670886,93.52604,8.208723
17,11,1,18.14515,329.2463,8.257778
18,11,1,8.273097,68.44414,9.375905
14,10,0,26.31553,692.5071,8.158213
11,11,0,14.78028,218.4566,7.4431
15,9,0,13.6331,185.8614,11.37434
10,10,0,15.0557,226.6742,8.735465
12,12,0,12.20976,149.0784,6.421653
11,11,0,15.06309,226.8965,8.630454
11,10,0,32.11251,1031.214,.8387941
13,10,1,16.40863,269.243,9.160326
15,11,0,8.407646,70.68851,7.706593
16,11,0,27.86255,776.3218,6.081345
14,10,0,34.84391,1214.098,.2087147
17,11,0,19.38067,375.6103,7.113343
9,11,1,2.986932,8.921764,10.29213
13,12,1,8.46017,71.57447,9.260278
18,11,1,30.04022,902.415,5.513295
11,11,0,12.12321,146.9722,7.69401
8,11,1,6.148817,37.80795,8.582947
12,12,0,10.95815,120.0812,6.981382
14,11,0,26.68276,711.9699,5.176619
14,11,0,7.01028,49.14402,8.484724
18,9,1,13.90531,193.3577,9.866626
12,10,0,18.91166,357.6508,6.147814
12,12,0,10.66294,113.6983,10.01314
12,12,1,4.768758,22.74105,8.89766
11,11,0,7.441673,55.3785,9.201808
16,10,1,14.73026,216.9804,11.76536
15,10,0,6.81873,46.49508,8.033503
18,11,0,25.78134,664.6777,4.113478
18,11,1,13.28186,176.4078,11.20024
12,12,1,6.441065,41.48732,11.0293
12,10,0,25.25701,637.9166,5.892974
12,12,1,5.927557,35.13594,8.818624
12,12,1,32.69748,1069.125,3.985976
13,12,0,18.83101,354.6069,8.213954
17,10,1,6.337666,40.16601,9.383164
16,11,0,12.31325,151.6161,10.85135
15,10,0,5.032898,25.33007,10.36765
12,11,0,24.70669,610.4206,3.160356
14,10,0,20.38429,415.5195,6.324865
18,12,0,31.5896,997.9027,4.378325
14,10,0,5.061522,25.61901,9.076576
16,11,1,32.32218,1044.723,2.666153
13,12,1,24.43208,596.9267,4.153598
10,11,1,27.47872,755.08,3.880742
13,9,0,20.31683,412.7737,7.681782
17,10,0,7.052203,49.73357,8.926
17,10,1,20.36893,414.8934,9.016662
16,9,1,25.95458,673.6401,7.530217
10,10,1,31.66336,1002.569,5.187797
12,11,1,25.89125,670.3567,4.675584
12,10,1,32.73005,1071.256,1.879108
13,11,0,11.46153,131.3667,9.252002
12,12,1,32.86686,1080.231,2.125836
16,11,0,16.6759,278.0858,7.913882
16,10,0,2.542327,6.463426,8.900988
17,10,0,17.51134,306.647,6.79525
12,9,1,18.74852,351.5069,7.46644
16,9,0,14.05699,197.599,8.861609
15,12,1,26.77539,716.9218,6.541878
15,11,1,12.80998,164.0956,8.310692
11,11,0,9.936661,98.73723,8.348815
15,10,0,8.888817,79.01106,10.23536
11,11,1,4.80724,23.10956,8.792824
16,12,1,15.09235,227.7792,10.21905
10,10,0,11.1424,124.153,8.064075
14,11,0,31.87826,1016.223,2.359497
14,10,0,13.31321,177.2415,7.772204
15,11,0,13.98339,195.5352,7.853953
12,11,0,18.11165,328.0319,7.142382
11,11,1,18.39025,338.2011,7.157402
17,10,1,2.231214,4.978315,10.99036
9,9,1,31.30647,980.0951,2.943162
10,10,0,27.44381,753.1628,3.19752
15,11,0,19.31801,373.1855,7.786846
11,10,0,4.672525,21.83249,7.484426
13,12,1,9.827711,96.58391,8.350398
16,11,0,25.78186,664.7042,3.255115
14,11,0,13.27669,176.2704,6.278751
16,9,1,25.49327,649.9067,5.954641
10,9,0,34.30457,1176.803,.0934925
12,9,1,26.57887,706.4365,6.722906
12,12,0,11.85384,140.5134,7.875485
18,10,1,17.43734,304.0609,8.464823
15,11,1,15.27736,233.3976,9.308711
16,10,1,30.66662,940.4417,5.874032
13,9,1,11.99564,143.8953,9.302199
17,12,1,21.61382,467.1572,6.596059
10,9,1,32.73812,1071.785,1.837951
15,10,1,32.67274,1067.508,2.63973
10,10,1,14.60137,213.1999,8.635024
10,10,1,6.213479,38.60732,9.619808
15,11,1,32.96523,1086.706,4.341437
